Project,Package,Class,Method,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,isInRange,3,1,1,57,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,getDocument,3,1,0,61,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,setDocument,3,1,1,65,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,getStartPositionInLine,3,1,0,69,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,getEndPositionInLine,3,1,0,73,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,getLine,3,1,0,77,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,getCompletions,0,1,5,81,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,getComponentName,0,1,0,83,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,getDescription,0,1,2,85,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,getCamelUriInstance,0,1,0,87,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,findAvailableApiProperties,12,2,1,89,0,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.catalog.model.ApiPropertyMethodOptionModel; com.github.cameltooling.lsp.internal.catalog.model.ComponentModel; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,isCorrespondingApiName,3,1,2,104,0,com.github.cameltooling.lsp.internal.catalog.model.ApiPropertyOptionModel,com.github.cameltooling.lsp.internal.catalog.model.ApiPropertyOptionModel; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelUriElementInstance,findApiPropertyModel,26,7,3,108,0,com.github.cameltooling.lsp.internal.catalog.model.ApiPropertyOptionModel,com.github.cameltooling.lsp.internal.catalog.model.ApiPropertyOptionModel; com.github.cameltooling.lsp.internal.catalog.model.ApiOptionModel; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance; com.github.cameltooling.lsp.internal.catalog.model.ComponentModel
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,CamelURIInstance,6,1,3,56,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,CamelURIInstance,6,1,3,63,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,CamelURIInstance,6,1,3,70,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,init,12,3,1,77,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,initOptionParams,14,4,2,89,0,com.github.cameltooling.lsp.internal.instancemodel.DSLModelHelper,com.github.cameltooling.lsp.internal.instancemodel.DSLModelHelper
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getOptionParams,3,1,0,104,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getSpecificElement,13,4,1,108,0,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getCompletions,8,2,5,121,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getFilter,6,2,0,130,0,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,isProducer,3,1,0,142,0,com.github.cameltooling.lsp.internal.instancemodel.DSLModelHelper,com.github.cameltooling.lsp.internal.instancemodel.DSLModelHelper
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getComponentAndPathUriElementInstance,3,1,0,146,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getComponentName,8,2,0,153,0,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getDescription,3,1,2,162,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getCamelUriInstance,3,1,0,167,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getStartPositionInDocument,3,1,0,172,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,setStartPositionInDocument,3,1,1,176,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getEndPositionInDocument,3,1,0,180,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,setEndPositionInDocument,3,1,1,184,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getAbsoluteBounds,3,1,0,188,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstance,getDslModelHelper,3,1,0,192,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,ComponentNameConstants,ComponentNameConstants,2,1,0,25,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,DSLModelHelper,getParametersSeparator,0,1,0,21,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,DSLModelHelper,getTypeDeterminingProducerConsumer,0,1,0,23,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,ILineRangeDefineable,getLine,0,1,0,28,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,ILineRangeDefineable,getStartPositionInLine,0,1,0,29,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,ILineRangeDefineable,getEndPositionInLine,0,1,0,30,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,ILineRangeDefineable,createHover,6,1,1,32,0,com.github.cameltooling.lsp.internal.instancemodel.ILineRangeDefineable,com.github.cameltooling.lsp.internal.instancemodel.ILineRangeDefineable
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,ILineRangeDefineable,getRange,3,1,0,39,0,com.github.cameltooling.lsp.internal.instancemodel.ILineRangeDefineable,com.github.cameltooling.lsp.internal.instancemodel.ILineRangeDefineable
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,JavaDSLModelHelper,JavaDSLModelHelper,3,1,1,23,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,JavaDSLModelHelper,getParametersSeparator,3,1,0,27,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,JavaDSLModelHelper,getTypeDeterminingProducerConsumer,3,1,0,32,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,KnativeCompletionProvider,get,40,5,1,37,0,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.kubernetes.KnativeConfigManager
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamKeyURIInstance,OptionParamKeyURIInstance,5,1,4,42,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamKeyURIInstance,getKeyName,3,1,0,48,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamKeyURIInstance,getOptionParamURIInstance,3,1,0,52,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamKeyURIInstance,getCompletions,8,2,5,56,0,com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.settings.SettingsManager
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamKeyURIInstance,getComponentName,3,1,0,72,0,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamKeyURIInstance,getFilter,7,2,1,76,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamKeyURIInstance,getAlreadyDefinedUriOptions,3,1,0,90,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamKeyURIInstance,getDescription,3,1,2,94,0,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamKeyURIInstance,getCamelUriInstance,3,1,0,99,0,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,OptionParamURIInstance,13,3,4,48,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,getKey,3,1,0,61,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,getValue,3,1,0,65,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,getSpecificElement,8,2,1,69,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,getCompletions,3,1,5,77,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,getComponentName,3,1,0,82,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,isProducer,3,1,0,86,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,getDescription,18,4,2,90,0,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.catalog.model.ComponentModel; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,getCamelUriInstance,3,1,0,110,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamURIInstance,getKameletPropertyByKeyName,11,3,2,115,0,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.catalog.util.KameletsCatalogManager; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamValueURIInstance,OptionParamValueURIInstance,5,1,4,41,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamValueURIInstance,getValueName,3,1,0,47,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamValueURIInstance,getCompletions,8,2,5,51,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamValueURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamValueURIInstance,getOptionParamURIInstance,3,1,0,60,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamValueURIInstance,getFilter,7,2,1,64,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamValueURIInstance,getComponentName,3,1,0,77,0,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamValueURIInstance,getDescription,3,1,2,82,0,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,OptionParamValueURIInstance,getCamelUriInstance,3,1,0,87,0,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,PathParamURIInstance,6,1,5,59,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getValue,3,1,0,66,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getCompletions,19,5,5,70,0,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance; com.github.cameltooling.lsp.internal.completion.KameletTemplateIdCompletionProvider; com.github.cameltooling.lsp.internal.instancemodel.KnativeCompletionProvider; com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getCompletionForApiMethodName,23,3,3,90,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getCompletionForApiMethodName,21,6,1,114,0,com.github.cameltooling.lsp.internal.catalog.model.ApiOptionMethodsModel,com.github.cameltooling.lsp.internal.catalog.model.ApiOptionMethodsModel; com.github.cameltooling.lsp.internal.catalog.model.ApiOptionModel; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,createCompletionItem,6,1,1,136,0,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getCompletionForApiName,21,2,3,143,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,equals,6,2,1,166,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,hashCode,3,1,0,176,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,toString,3,1,0,181,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getComponentName,3,1,0,186,0,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getDescription,9,3,2,191,0,com.github.cameltooling.lsp.internal.catalog.util.KameletsCatalogManager,com.github.cameltooling.lsp.internal.catalog.util.KameletsCatalogManager; com.github.cameltooling.lsp.internal.catalog.model.ComponentModel; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getCamelUriInstance,3,1,0,202,0,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getName,23,3,1,207,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getPathParamIndex,3,1,0,229,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PathParamURIInstance,getCamelComponentAndPathUriInstance,3,1,0,233,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PropertiesDSLModelHelper,PropertiesDSLModelHelper,3,1,1,23,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PropertiesDSLModelHelper,getParametersSeparator,3,1,0,27,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,PropertiesDSLModelHelper,getTypeDeterminingProducerConsumer,3,1,0,32,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,ReferenceUtils,ReferenceUtils,2,1,0,25,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,ReferenceUtils,isReferenceComponentKind,3,1,1,29,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,ReferenceUtils,getReferenceKey,7,2,1,33,0,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,XMLDSLModelHelper,XMLDSLModelHelper,3,1,1,25,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,XMLDSLModelHelper,getParametersSeparator,3,1,0,29,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,XMLDSLModelHelper,getTypeDeterminingProducerConsumer,8,2,0,34,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,YamlDSLModelHelper,YamlDSLModelHelper,3,1,1,23,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,YamlDSLModelHelper,getParametersSeparator,3,1,0,27,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,YamlDSLModelHelper,getTypeDeterminingProducerConsumer,3,1,0,32,0,,
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyUri,6,1,0,28,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testComponentOnlyInUri,5,1,0,36,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testComponentWithSomethingElseInUri,5,1,0,43,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testPathParam,7,1,0,50,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testMultiplePathParam,4,1,0,59,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testMultiplePathParamWithSomethingElseInUri,4,1,0,67,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testMultiplePathParamWithSlashDelimiter,4,1,0,75,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testPathParamWithSlashNotUsedAsDelimiter,4,1,0,83,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testOptionParam,5,1,0,90,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,checkDelayTimerParam,10,1,1,97,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamValueURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testSeveralOptionParam,14,2,0,108,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testSeveralOptionParamForJava,14,2,0,123,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,checkTimerPeriodParam,10,1,1,138,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamValueURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,checkTimerPeriodParamForJava,10,1,1,149,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamValueURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionParam,10,1,0,160,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.instancemodel,CamelURIInstanceTest,testEmptyOptionValueParam,10,1,0,172,1,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
