Project,Package,Class,Method,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,startServer,5,1,0,58,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,parentProcessStillRunning,30,4,0,69,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,stopServer,9,2,0,106,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,shutdownServer,4,1,0,118,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,getParentProcessId,3,1,0,126,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,setParentProcessId,4,1,1,135,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,getTextDocumentService,3,1,0,145,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,setTextDocumentService,3,1,1,152,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,getWorkspaceService,3,1,0,159,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractLanguageServer,setWorkspaceService,3,1,1,166,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,CamelLanguageServer,6,1,0,59,0,com.github.cameltooling.lsp.internal.AbstractLanguageServer,com.github.cameltooling.lsp.internal.AbstractLanguageServer; com.github.cameltooling.lsp.internal.CamelLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,connect,4,1,1,66,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,exit,4,1,0,72,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,initialize,14,2,1,78,0,com.github.cameltooling.lsp.internal.AbstractLanguageServer,com.github.cameltooling.lsp.internal.AbstractLanguageServer; com.github.cameltooling.lsp.internal.settings.SettingsManager; com.github.cameltooling.lsp.internal.CamelLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,initialized,6,2,1,95,0,com.github.cameltooling.lsp.internal.telemetry.TelemetryManager,com.github.cameltooling.lsp.internal.telemetry.TelemetryManager
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,createServerCapabilities,12,1,0,103,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,shutdown,4,1,0,116,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,getWorkspaceService,3,1,0,122,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,sendShowMessageNotification,3,1,2,127,0,com.github.cameltooling.lsp.internal.CamelLanguageServer,com.github.cameltooling.lsp.internal.CamelLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,getClient,3,1,0,140,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,getSettingsManager,3,1,0,144,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,getTelemetryManager,3,1,0,148,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,getNotebookDocumentService,3,1,0,152,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServer,setTrace,2,1,1,157,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,CamelTextDocumentService,4,1,1,106,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,updateCatalog,10,1,3,111,0,com.github.cameltooling.lsp.internal.CamelTextDocumentService,com.github.cameltooling.lsp.internal.CamelTextDocumentService
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,updateCatalogExtraComponents,12,3,2,121,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,updateCatalogRuntimeProvider,8,3,2,134,0,com.github.cameltooling.lsp.internal.catalog.runtimeprovider.CamelRuntimeProvider,com.github.cameltooling.lsp.internal.catalog.runtimeprovider.CamelRuntimeProvider
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,updateCatalogVersion,13,4,2,143,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,completion,29,7,1,157,0,com.github.cameltooling.lsp.internal.CamelTextDocumentService,com.github.cameltooling.lsp.internal.CamelTextDocumentService; com.github.cameltooling.lsp.internal.completion.CamelPropertiesCompletionProcessor; com.github.cameltooling.lsp.internal.parser.CamelKModelineInsertionParser; com.github.cameltooling.lsp.internal.parser.CamelKModelineParser; com.github.cameltooling.lsp.internal.completion.PomCompletionProcessor; com.github.cameltooling.lsp.internal.completion.VSCodeTasksCompletionProcessor; com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineCompletionprocessor; com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineInsertionProcessor; com.github.cameltooling.lsp.internal.completion.CamelEndpointCompletionProcessor
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,resolveCompletionItem,4,1,1,183,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,hover,14,3,1,189,0,com.github.cameltooling.lsp.internal.parser.CamelKModelineParser,com.github.cameltooling.lsp.internal.parser.CamelKModelineParser; com.github.cameltooling.lsp.internal.CamelTextDocumentService; com.github.cameltooling.lsp.internal.hover.CamelKModelineHoverProcessor; com.github.cameltooling.lsp.internal.hover.CamelPropertiesFileHoverProcessor; com.github.cameltooling.lsp.internal.hover.CamelURIHoverProcessor
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,signatureHelp,4,1,1,203,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,definition,6,1,1,209,0,com.github.cameltooling.lsp.internal.definition.DefinitionProcessor,com.github.cameltooling.lsp.internal.definition.DefinitionProcessor
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,references,4,1,1,217,0,com.github.cameltooling.lsp.internal.references.ReferencesProcessor,com.github.cameltooling.lsp.internal.references.ReferencesProcessor
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,documentHighlight,4,1,1,223,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,documentSymbol,4,1,1,229,0,com.github.cameltooling.lsp.internal.documentsymbol.DocumentSymbolProcessor,com.github.cameltooling.lsp.internal.documentsymbol.DocumentSymbolProcessor
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,codeAction,4,1,1,235,0,com.github.cameltooling.lsp.internal.codeactions.CodeActionProcessor,com.github.cameltooling.lsp.internal.codeactions.CodeActionProcessor
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,codeLens,4,1,1,241,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,resolveCodeLens,4,1,1,247,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,formatting,4,1,1,253,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,rangeFormatting,4,1,1,259,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,onTypeFormatting,4,1,1,265,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,rename,4,1,1,271,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,foldingRange,12,2,1,277,0,com.github.cameltooling.lsp.internal.folding.FoldingRangeProcessor,com.github.cameltooling.lsp.internal.folding.FoldingRangeProcessor
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,didOpen,7,1,1,291,0,com.github.cameltooling.lsp.internal.diagnostic.DiagnosticRunner,com.github.cameltooling.lsp.internal.diagnostic.DiagnosticRunner; com.github.cameltooling.lsp.internal.telemetry.TelemetryLanguage; com.github.cameltooling.lsp.internal.CamelLanguageServer; com.github.cameltooling.lsp.internal.CamelTextDocumentService
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,didChange,9,2,1,300,0,com.github.cameltooling.lsp.internal.diagnostic.DiagnosticRunner,com.github.cameltooling.lsp.internal.diagnostic.DiagnosticRunner; com.github.cameltooling.lsp.internal.CamelTextDocumentService
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,didClose,6,1,1,311,0,com.github.cameltooling.lsp.internal.diagnostic.DiagnosticRunner,com.github.cameltooling.lsp.internal.diagnostic.DiagnosticRunner; com.github.cameltooling.lsp.internal.CamelTextDocumentService
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,didSave,4,1,1,322,0,com.github.cameltooling.lsp.internal.diagnostic.DiagnosticRunner,com.github.cameltooling.lsp.internal.diagnostic.DiagnosticRunner; com.github.cameltooling.lsp.internal.CamelTextDocumentService
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,getOpenedDocument,3,1,1,328,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,getAllOpenedDocuments,3,1,0,332,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,getCamelCatalog,3,1,0,336,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,getSettingsManager,3,1,0,344,0,com.github.cameltooling.lsp.internal.CamelLanguageServer,com.github.cameltooling.lsp.internal.CamelLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentService,getKameletsCatalogManager,3,1,0,348,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelWorkspaceService,CamelWorkspaceService,3,1,1,44,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelWorkspaceService,symbol,4,1,1,48,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelWorkspaceService,didChangeConfiguration,5,1,1,54,0,com.github.cameltooling.lsp.internal.settings.SettingsManager,com.github.cameltooling.lsp.internal.settings.SettingsManager
camel-language-server,com.github.cameltooling.lsp.internal,CamelWorkspaceService,didChangeWatchedFiles,4,1,1,61,0,,
camel-language-server,com.github.cameltooling.lsp.internal,Runner,main,19,3,1,54,0,com.github.cameltooling.lsp.internal.CamelLanguageServer,com.github.cameltooling.lsp.internal.CamelLanguageServer; com.github.cameltooling.lsp.internal.Runner; com.github.cameltooling.lsp.internal.websocket.WebSocketRunner
camel-language-server,com.github.cameltooling.lsp.internal,Runner,extractContextPath,3,1,1,72,0,com.github.cameltooling.lsp.internal.Runner,com.github.cameltooling.lsp.internal.Runner
camel-language-server,com.github.cameltooling.lsp.internal,Runner,extractHostname,3,1,1,76,0,com.github.cameltooling.lsp.internal.Runner,com.github.cameltooling.lsp.internal.Runner
camel-language-server,com.github.cameltooling.lsp.internal,Runner,extractParameterValue,8,3,2,80,0,,
camel-language-server,com.github.cameltooling.lsp.internal,Runner,extractPort,14,3,1,89,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,AbstractCamelLanguageServerTest,3,1,0,85,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,tearDown,6,2,0,89,0,com.github.cameltooling.lsp.internal.AbstractLanguageServer,com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,createExpectedTimerCompletionItem,7,1,4,97,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,createExpectedAhcCompletionItemForVersion3_11_5,7,1,4,105,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,createExpectedAhcCompletionItemForVersionPriorTo33,7,1,4,113,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,initializeLanguageServer,3,1,1,147,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,initializeLanguageServerWithFileName,3,1,2,151,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,initializeLanguageServer,3,1,2,155,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,initializeLanguageServer,8,2,2,159,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest; com.github.cameltooling.lsp.internal.CamelTextDocumentService; com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,initializeLanguageServer,10,1,1,168,0,com.github.cameltooling.lsp.internal.CamelLanguageServer,com.github.cameltooling.lsp.internal.CamelLanguageServer; com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getInitParams,7,1,0,181,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getInitializationOptions,3,1,0,189,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,initializeLanguageServer,8,1,2,193,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,initializeLanguageServerWithFileName,8,1,2,201,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,initializeLanguageServer,3,1,1,209,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getExtensionByStringHandling,9,2,1,213,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,createTestTextDocument,3,1,2,222,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,createTestTextDocumentWithFilename,3,1,2,226,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getCompletionFor,3,1,2,230,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getCompletionFor,5,1,3,234,0,com.github.cameltooling.lsp.internal.AbstractLanguageServer,com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getDocumentSymbolFor,3,1,1,240,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getDocumentSymbolFor,5,1,2,244,0,com.github.cameltooling.lsp.internal.AbstractLanguageServer,com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getReferencesFor,3,1,2,250,0,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest,com.github.cameltooling.lsp.internal.AbstractCamelLanguageServerTest
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getReferencesFor,7,1,3,254,0,com.github.cameltooling.lsp.internal.AbstractLanguageServer,com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getDefinitionsFor,7,1,2,262,0,com.github.cameltooling.lsp.internal.AbstractLanguageServer,com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getTestResource,3,1,1,270,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,hasTextEdit,3,1,1,274,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,createMapSettingsWithComponent,7,1,1,278,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,createFolderWithFile,6,1,3,286,0,,
camel-language-server,com.github.cameltooling.lsp.internal,AbstractCamelLanguageServerTest,getFoldingRanges,5,1,2,293,0,com.github.cameltooling.lsp.internal.CamelTextDocumentService,com.github.cameltooling.lsp.internal.CamelTextDocumentService; com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogRuntimeProviderTest,testNoValueSpecifiedReturnsDefaultRuntimeProvider,3,1,0,45,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogRuntimeProviderTest,testDefaultValueSpecifiedReturnsDefaultRuntimeProvider,3,1,0,50,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogRuntimeProviderTest,testInvalidValueSpecifiedFallsBackToDefaultRuntimeProvider,3,1,0,55,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogRuntimeProviderTest,testSpringBootValueSpecifiedReturnsSpringBootRuntimeProvider,3,1,0,60,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogRuntimeProviderTest,testQuarkusValueSpecifiedReturnsQuarkusRuntimeProvider,3,1,0,65,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogRuntimeProviderTest,testRuntimeProviderWithProvidedValue,10,1,2,70,0,com.github.cameltooling.lsp.internal.CamelTextDocumentService,com.github.cameltooling.lsp.internal.CamelTextDocumentService; com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogRuntimeProviderTest,getInitializationOptions,3,1,0,83,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogRuntimeProviderTest,createMapSettingsWithRuntimeProvider,7,1,1,88,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,testCompletionWithAnotherCatalog2xVersionLoaded,5,1,0,41,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,testCompletionWithCatalog3xVersionLoaded,5,1,0,50,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,testUpdateOfConfig,8,1,0,59,1,com.github.cameltooling.lsp.internal.CamelTextDocumentService,com.github.cameltooling.lsp.internal.CamelTextDocumentService; com.github.cameltooling.lsp.internal.AbstractLanguageServer; com.github.cameltooling.lsp.internal.CamelLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,testCompletionFallbackWithInvalidVersion,4,1,0,73,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,testCompletionFallbackWithNullVersion,4,1,0,80,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,testProductizedCatalog2x,5,1,0,87,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,testProductizedCatalog3x,5,1,0,96,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,basicCompletionCheckFor3_11_5,3,1,0,105,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,basicCompletionCheck,3,1,0,109,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,basicCompletionCheckBefore3_3,3,1,0,113,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,basicCompletionCheck,6,1,1,117,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,getInitializationOptions,3,1,0,124,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,createMapSettingsWithVersion,7,1,1,129,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelCatalogVersionTest,checkLoadedCamelCatalogVersion,3,1,2,137,0,com.github.cameltooling.lsp.internal.CamelTextDocumentService,com.github.cameltooling.lsp.internal.CamelTextDocumentService; com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelExtraComponentTest,testAddExtraComponentToCatalog,5,1,0,38,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelExtraComponentTest,testUpdateOfConfig,9,1,0,45,1,com.github.cameltooling.lsp.internal.CamelLanguageServer,com.github.cameltooling.lsp.internal.CamelLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelExtraComponentTest,createExpectedExtraComponentCompletionItem,7,1,6,84,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelExtraComponentTest,createBasicExpectedCompletionItem,3,1,0,92,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelExtraComponentTest,getInitializationOptions,4,1,0,96,0,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerRobustnessTest,testStopWithoutErrorIfStopCalledWithoutConnection,3,1,0,23,1,com.github.cameltooling.lsp.internal.AbstractLanguageServer,com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionForCamelBlueprintNamespace,5,1,0,48,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionForToCamelBlueprintNamespace,5,1,0,57,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionForCamelSpringNamespace,5,1,0,66,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionForCamelXMLIONamespace,5,1,0,75,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionForJava,5,1,0,84,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionForJavaOnRealFile,9,1,0,96,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionForApplicationProperties,11,1,0,353,1,com.github.cameltooling.lsp.internal.CamelTextDocumentService,com.github.cameltooling.lsp.internal.CamelTextDocumentService; com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineXmlFile,5,1,0,366,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testProvideCompletionforMultilineURI,5,1,0,378,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testDONTProvideCompletionForNotCamelnamespace,6,1,0,393,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testDONTProvideCompletionWhenNotAfterURIEqualQuote,12,3,0,403,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testLoadCamelContextFromFile,8,1,0,420,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelLanguageServerTest,testLoadJavaCamelContextFromFile,8,1,0,430,1,,
camel-language-server,com.github.cameltooling.lsp.internal,CamelTextDocumentServiceTest,testChangeEventUpdatesStoredText,14,1,0,36,1,com.github.cameltooling.lsp.internal.CamelTextDocumentService,com.github.cameltooling.lsp.internal.CamelTextDocumentService; com.github.cameltooling.lsp.internal.AbstractLanguageServer
camel-language-server,com.github.cameltooling.lsp.internal,RangeChecker,check,6,1,5,25,0,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerHelpTest,beforeClass,4,1,0,34,0,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerHelpTest,afterClass,3,1,0,40,0,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerHelpTest,testClientProxyAvailable,4,1,0,45,1,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerHelpTest,startRunnerWithHelpOption,8,1,0,52,0,com.github.cameltooling.lsp.internal.Runner,com.github.cameltooling.lsp.internal.Runner
camel-language-server,com.github.cameltooling.lsp.internal,RunnerHelpTest,run,3,1,0,55,0,com.github.cameltooling.lsp.internal.Runner,com.github.cameltooling.lsp.internal.Runner
camel-language-server,com.github.cameltooling.lsp.internal,RunnerStandardIOTest,beforeClass,4,1,0,34,0,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerStandardIOTest,afterClass,3,1,0,40,0,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerStandardIOTest,testClientProxyAvailable,6,1,0,45,1,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerStandardIOTest,startRunnerWithoutOption,8,1,0,55,0,com.github.cameltooling.lsp.internal.Runner,com.github.cameltooling.lsp.internal.Runner
camel-language-server,com.github.cameltooling.lsp.internal,RunnerStandardIOTest,run,3,1,0,58,0,com.github.cameltooling.lsp.internal.Runner,com.github.cameltooling.lsp.internal.Runner
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,tearDown,7,2,0,48,0,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,testWebsocketServerStartedWithDefaults,5,1,0,57,1,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,testWebsocketServerStartedWithPortSpecified,5,1,0,64,1,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,testWebsocketServerStartedWithContextPathSpecified,5,1,0,71,1,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,testWebsocketServerStartedWithHostnameSpecified,6,1,0,78,1,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,testWebsocketServerStartedWithHostnameAndPortAndContextPathSpecified,6,1,0,88,1,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,retrieveLocalHostname,5,1,0,98,0,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,testWebsocketServerWithInvalidPortSpecified,7,1,0,104,1,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,testWebSocketServerConnection,14,1,2,112,0,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,onOpen,3,1,2,123,0,,
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,startRunnerWithWebsocketOption,10,1,1,132,0,com.github.cameltooling.lsp.internal.Runner,com.github.cameltooling.lsp.internal.Runner
camel-language-server,com.github.cameltooling.lsp.internal,RunnerWebSocketTest,run,3,1,0,135,0,com.github.cameltooling.lsp.internal.Runner,com.github.cameltooling.lsp.internal.Runner
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,BooleanErrorMsg,getErrorMessage,9,2,1,22,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,CamelDiagnosticMessage,getErrorMessage,0,1,1,24,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,CamelDiagnosticMessage,isErrorLevel,3,1,0,32,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,CamelDiagnosticMessage,isWarnLevel,3,1,0,39,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,CamelDiagnosticMessage,isInfoLevel,3,1,0,46,0,,
camel-language-server,com.github.cameltooling.lsp.internal.catalog.diagnostic,EnumErrorMsg,getErrorMessage,5,1,2,27,0,,
